Time,id,Lat,Lon,Alt,Num_Of_Networks,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
Sun Oct 29 18:21:43 GMT+02:00 2017,sagit,32.10178256034851,35.20535588264465,663.60107421875,7,Banot,a0:4f:d4:3b:fb:a1,1,-45,Achiatheking_2EX,74:da:38:14:47:f3,6,-64,Achiatheking,14:ae:db:45:44:95,6,-76,BEZEQINT-A1F9,14:ae:db:ce:a1:fd,6,-77,Baruch1,48:ee:0c:3b:4a:ef,1,-78,BEZEQINT-DFA1,14:ae:db:a0:df:a5,11,-80,Partner,42501_7211_3084803,0,-113,
Sun Oct 29 18:21:47 GMT+02:00 2017,sagit,32.10158583,35.20531145,657.68408203125,1,Achiatheking,14:ae:db:45:44:95,6,-69,
Sun Oct 29 18:22:10 GMT+02:00 2017,sagit,32.10167851,35.20515792,681.877685546875,2,AUC_54_R,00:25:86:cc:00:f8,5,-78,Ariel_University,ec:8c:a2:26:b0:58,11,-86,
Sun Oct 29 18:22:24 GMT+02:00 2017,sagit,32.10176110267639,35.20512521266937,683.5858154296875,1,afikim-wifi,34:0b:01:19:21:42,7,-79,
Sun Oct 29 18:23:14 GMT+02:00 2017,sagit,32.10192067,35.20510153,700.0872802734375,1,Bezeq Free,52:ee:0c:3b:4a:ec,1,-79,
Sun Oct 29 18:23:50 GMT+02:00 2017,sagit,32.1018979,35.20511723,700.054931640625,1,Banot,a0:4f:d4:3b:fb:a1,1,-40,
Sun Oct 29 18:24:00 GMT+02:00 2017,sagit,32.10189537,35.20511832,700.013916015625,1,YICarCam_f78548,58:70:c6:f7:85:48,7,-79,
Sun Oct 29 18:24:16 GMT+02:00 2017,sagit,32.10189288,35.20511886,699.923095703125,1,Achiatheking_2EX,74:da:38:14:47:f3,6,-58,
Sun Oct 29 18:24:23 GMT+02:00 2017,sagit,32.10183071,35.20512888,697.731689453125,1,BEZEQINT-DFA1,14:ae:db:a0:df:a5,11,-75,
Sun Oct 29 18:24:29 GMT+02:00 2017,sagit,32.10183077,35.20512875,697.71875,1,,30:b5:c2:b8:40:36,13,-88,
Fri Nov 03 18:49:39 GMT+02:00 2017,PRO6,32.10542,35.1876333333333,573.0,6,GROPPER 2.4 C,14:cc:20:d0:20:ae,1,-49,GROPPER 5 C,14:cc:20:d0:20:af,36,-70,bz46543473,14:ae:db:58:9c:45,1,-79,GROPPER 2.4 D,f4:f2:6d:9c:85:81,6,-89,SHABAT,14:ae:db:a1:62:45,11,-94,Pelephone,42503_6791_2099201,0,-113,
Fri Nov 03 18:49:42 GMT+02:00 2017,PRO6,32.1054233333333,35.1876066666667,572.0,4,SHABAT,14:ae:db:a1:62:45,11,-86,Katya2,16:0c:c3:ed:f6:d1,1,-86,Ar1,00:21:27:fb:f6:06,6,-89,Moshe,14:ae:db:51:99:45,11,-90,
Fri Nov 03 18:49:48 GMT+02:00 2017,PRO6,32.1054,35.1875533333333,562.6,3,HP-Print-93-Officejet Pro 8610,a0:d3:c1:db:25:93,6,-89,miki,14:ae:db:3c:2a:7d,6,-90,Hot,00:78:9e:fb:42:dc,11,-94,
Fri Nov 03 18:49:54 GMT+02:00 2017,PRO6,32.10542,35.1875616666667,567.3,1,BezeqFree,06:ae:db:51:99:45,11,-94,
Fri Nov 03 18:50:00 GMT+02:00 2017,PRO6,32.10543,35.18756,569.1,3,TheHaim,14:ae:db:52:cd:ed,6,-94,HOTBOX-CF12,00:78:9e:fa:6f:f5,1,-94,,00:02:6f:b8:c4:12,11,-94,
Fri Nov 03 18:50:05 GMT+02:00 2017,PRO6,32.1054333333333,35.187545,569.4,1,,00:02:6f:b8:c4:1a,11,-94,
Fri Nov 03 18:50:10 GMT+02:00 2017,PRO6,32.105435,35.1875433333333,569.8,1,SHABAT,14:ae:db:a1:62:45,11,-79,
Fri Nov 03 18:50:16 GMT+02:00 2017,PRO6,32.105435,35.1875433333333,569.8,1,RAM+,14:ae:db:cf:a8:d5,6,-93,
Fri Nov 03 18:51:46 GMT+02:00 2017,PRO6,32.1054583333333,35.1875366666667,571.8,1,GROPPER 2.4 D,f4:f2:6d:9c:85:81,6,-84,
Fri Nov 03 18:51:58 GMT+02:00 2017,PRO6,32.1054433333333,35.187545,572.0,1,Amran,14:ae:db:b8:15:ad,11,-95,
Fri Nov 03 18:52:04 GMT+02:00 2017,PRO6,32.105445,35.187545,572.2,1,????,90:8d:78:f5:0c:de,5,-93,
Fri Nov 03 18:52:16 GMT+02:00 2017,PRO6,32.1054783333333,35.1875483333333,571.8,1,DAP-1360,10:be:f5:9e:ce:90,5,-93,
Fri Nov 03 18:52:27 GMT+02:00 2017,PRO6,32.1054783333333,35.1875483333333,571.8,1,Zakin,f4:6b:ef:e0:01:0e,1,-93,
Fri Nov 03 18:52:45 GMT+02:00 2017,PRO6,32.1054683333333,35.187505,571.7,1,BezeqFree,06:ae:db:51:99:45,11,-87,
Fri Nov 03 18:52:51 GMT+02:00 2017,PRO6,32.105475,35.1875016666667,571.9,1,miki,14:ae:db:3c:2a:7d,6,-85,
Fri Nov 03 18:53:09 GMT+02:00 2017,PRO6,32.105475,35.1875016666667,571.9,1,Halla Home,40:65:a3:2b:b4:b1,6,-94,
Fri Nov 03 18:54:03 GMT+02:00 2017,PRO6,32.1055316666667,35.18758,571.5,1,Ar1,00:21:27:fb:f6:06,6,-84,
Fri Nov 03 18:54:09 GMT+02:00 2017,PRO6,32.1055316666667,35.18758,571.5,1,BezeqFree,06:ae:db:b8:15:ad,11,-93,
Fri Nov 03 18:54:27 GMT+02:00 2017,PRO6,32.10547,35.187505,572.9,1,bz46543473,14:ae:db:58:9c:45,1,-74,
Fri Nov 03 18:54:39 GMT+02:00 2017,PRO6,32.10547,35.187505,572.9,1,ANDREY,14:ae:db:47:9e:5d,1,-93,
Fri Nov 03 18:54:48 GMT+02:00 2017,PRO6,32.105445,35.18751,573.3,1,Bezeq Free 50088C,62:0c:c8:1b:a4:b8,1,-93,
Fri Nov 03 18:55:06 GMT+02:00 2017,PRO6,32.1054516666667,35.1875583333333,573.4,1,Dimitri,c4:12:f5:fb:88:1c,8,-89,
Fri Nov 03 18:55:12 GMT+02:00 2017,PRO6,32.1054516666667,35.1875583333333,573.4,1,Dimitri,c4:12:f5:fb:88:1c,8,-83,
Fri Nov 03 18:55:18 GMT+02:00 2017,PRO6,32.1054516666667,35.1875583333333,573.4,1,HP-Print-A1-Deskjet 4640 series,d0:bf:9c:ae:63:a1,11,-85,
Fri Nov 03 18:56:00 GMT+02:00 2017,PRO6,32.105535,35.1875283333333,573.1,2,Salon,c8:3a:35:fc:07:18,1,-95,kira10_2.4,3c:1e:04:05:8b:f9,6,-96,
Fri Nov 03 18:57:52 GMT+02:00 2017,PRO6,32.1055166666667,35.187565,570.5,1,????,90:8d:78:f5:0c:de,5,-85,
Fri Nov 03 18:58:46 GMT+02:00 2017,PRO6,32.1055166666667,35.187565,570.5,1,HOTBOX-CF12,00:78:9e:fa:6f:f5,1,-84,
Fri Nov 03 19:09:11 GMT+02:00 2017,PRO6,32.1054383333333,35.1875716666667,577.1,1,Ar1,a4:2b:b0:e0:2f:db,6,-94,
